task,pipeline,model,sampling_rate,outer_fold,inner_fold,learning_rate,channels,window,accuracy_unbalanced,accuracy_weighted,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1score_micro,f1score_macro,f1score_weighted,rocauc_micro,rocauc_macro,rocauc_weighted,cohen_kappa
eye,flt,dcn,125,5,2,0.00075,61,4,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988913525498891,0.9988913525498891,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888875171451,0.998888887517145,1.0,1.0,1.0,0.9977777777777778
eye,flt,dcn,125,6,2,0.00075,61,4,0.9488888888888889,0.9488888888888889,0.9488888888888889,0.9536290322580645,0.9536290322580645,0.9488888888888889,0.9488888888888889,0.9488888888888889,0.9488888888888889,0.9487550192849469,0.9487550192849469,0.999995061728395,0.999995061728395,0.999995061728395,0.8977777777777778
eye,flt,dcn,125,7,2,0.00075,61,4,0.9955555555555555,0.9955555555555555,0.9955555555555555,0.9955947136563876,0.9955947136563876,0.9955555555555555,0.9955555555555555,0.9955555555555555,0.9955555555555555,0.9955554677623263,0.9955554677623263,1.0,1.0,1.0,0.9911111111111112
eye,flt,dcn,125,8,2,0.00075,61,4,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.997787610619469,0.9977876106194691,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.9977777668037867,0.9977777668037867,1.0,1.0,1.0,0.9955555555555555
eye,flt,dcn,125,9,2,0.00075,61,4,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988913525498891,0.9988913525498891,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888875171451,0.998888887517145,1.0,1.0,1.0,0.9977777777777778
eye,flt,dcn,125,10,2,0.00075,61,4,0.99,0.99,0.99,0.9901960784313726,0.9901960784313725,0.99,0.99,0.99,0.99,0.98999899989999,0.98999899989999,0.9999358024691358,0.9999358024691358,0.9999358024691358,0.98
eye,flt,dcn,125,1,3,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,2,3,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,3,3,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,4,3,0.00075,61,4,0.9411111111111111,0.9411111111111111,0.9411111111111111,0.9473161033797217,0.9473161033797217,0.9411111111111111,0.9411111111111111,0.9411111111111111,0.9411111111111111,0.9409061795783153,0.9409061795783153,1.0,1.0,1.0,0.8822222222222222
eye,flt,dcn,125,5,3,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,6,3,0.00075,61,4,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988913525498891,0.9988913525498891,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888875171451,0.998888887517145,0.999995061728395,0.999995061728395,0.999995061728395,0.9977777777777778
eye,flt,dcn,125,7,3,0.00075,61,4,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988913525498891,0.9988913525498891,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888875171451,0.998888887517145,1.0,1.0,1.0,0.9977777777777778
eye,flt,dcn,125,8,3,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,9,3,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,10,3,0.00075,61,4,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988913525498891,0.9988913525498891,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888875171451,0.998888887517145,1.0,1.0,1.0,0.9977777777777778
eye,flt,dcn,125,1,4,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,2,4,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,3,4,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,4,4,0.00075,61,4,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9411764705882353,0.9411764705882353,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9330357142857143,0.9330357142857143,0.9999506172839506,0.9999506172839506,0.9999506172839506,0.8666666666666667
eye,flt,dcn,125,5,4,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,6,4,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,7,4,0.00075,61,4,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.997787610619469,0.9977876106194691,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.9977777668037867,0.9977777668037867,1.0,1.0,1.0,0.9955555555555555
eye,flt,dcn,125,8,4,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,9,4,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,10,4,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,1,5,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,2,5,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,3,5,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,4,5,0.00075,61,4,0.9766666666666667,0.9766666666666667,0.9766666666666667,0.9777070063694268,0.9777070063694266,0.9766666666666667,0.9766666666666667,0.9766666666666667,0.9766666666666667,0.9766539560427343,0.9766539560427343,1.0,1.0,1.0,0.9533333333333334
eye,flt,dcn,125,5,5,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,6,5,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,7,5,0.00075,61,4,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988913525498891,0.9988913525498891,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888875171451,0.998888887517145,1.0,1.0,1.0,0.9977777777777778
eye,flt,dcn,125,8,5,0.00075,61,4,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988913525498891,0.9988913525498891,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888875171451,0.998888887517145,1.0,1.0,1.0,0.9977777777777778
eye,flt,dcn,125,9,5,0.00075,61,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eye,flt,dcn,125,10,5,0.00075,61,4,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988913525498891,0.9988913525498891,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9988888875171451,0.998888887517145,1.0,1.0,1.0,0.9977777777777778
eye,ica,dcn,125,1,1,0.00075,61,4,0.9765258215962441,0.9765258215962441,0.9765258215962441,0.9775784753363228,0.9775784753363229,0.9765258215962441,0.9765258215962441,0.9765258215962441,0.9765258215962441,0.9765128793225124,0.9765128793225123,0.9988262910798122,0.9988262910798122,0.9988262910798122,0.9530516431924883
eye,ica,dcn,125,2,1,0.00075,61,4,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8573031461073587,0.8573031461073587,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8544600938967136,0.8541700024846093,0.8541700024846092,0.9600883863430977,0.9600883863430977,0.9600883863430977,0.7089201877934272
eye,ica,dcn,125,3,1,0.00075,61,4,0.9518779342723005,0.9518779342723005,0.9518779342723005,0.9520797155379145,0.9520797155379145,0.9518779342723005,0.9518779342723005,0.9518779342723005,0.9518779342723005,0.9518725639722082,0.9518725639722082,0.9904284864114263,0.9904284864114263,0.9904284864114263,0.903755868544601
eye,ica,dcn,125,4,1,0.00075,61,4,0.9178403755868545,0.9178403755868545,0.9178403755868545,0.9211917881265552,0.9211917881265552,0.9178403755868545,0.9178403755868545,0.9178403755868545,0.9178403755868545,0.9176766143058277,0.9176766143058277,0.9791377372214508,0.9791377372214508,0.9791377372214508,0.8356807511737089
eye,ica,dcn,125,5,1,0.00075,61,4,0.9143192488262911,0.9143192488262911,0.9143192488262911,0.925481707834649,0.925481707834649,0.9143192488262911,0.9143192488262911,0.9143192488262911,0.9143192488262912,0.9137535828538861,0.9137535828538861,0.9801516453966365,0.9801516453966365,0.9801516453966365,0.8286384976525821
eye,ica,dcn,125,6,1,0.00075,61,4,0.9765258215962441,0.9765258215962441,0.9765258215962441,0.9773781134075252,0.9773781134075251,0.9765258215962441,0.9765258215962441,0.9765258215962441,0.9765258215962441,0.9765153394525758,0.9765153394525757,0.9996803985099958,0.9996803985099958,0.9996803985099958,0.9530516431924883
eye,ica,dcn,125,7,1,0.00075,61,4,0.965962441314554,0.965962441314554,0.965962441314554,0.9662733313115162,0.9662733313115162,0.965962441314554,0.965962441314554,0.965962441314554,0.965962441314554,0.9659567666919728,0.9659567666919727,0.9956853798849435,0.9956853798849435,0.9956853798849435,0.931924882629108
eye,ica,dcn,125,8,1,0.00075,61,4,0.9565727699530516,0.9565727699530516,0.9565727699530516,0.9565954140422226,0.9565954140422226,0.9565727699530516,0.9565727699530516,0.9565727699530516,0.9565727699530516,0.9565722315210878,0.9565722315210877,0.9910456479093654,0.9910456479093654,0.9910456479093654,0.9131455399061033
eye,ica,dcn,125,9,1,0.00075,61,4,0.9330985915492958,0.9330985915492958,0.9330985915492958,0.9331200714179437,0.9331200714179437,0.9330985915492958,0.9330985915492958,0.9330985915492958,0.9330985915492958,0.9330977620730271,0.9330977620730271,0.9873151270691441,0.9873151270691441,0.9873151270691441,0.8661971830985915
eye,ica,dcn,125,10,1,0.00075,61,4,0.9131455399061033,0.9131455399061033,0.9131455399061033,0.9226857593866276,0.9226857593866274,0.9131455399061033,0.9131455399061033,0.9131455399061033,0.9131455399061031,0.9126526721787511,0.9126526721787511,0.9606146267275011,0.9606146267275011,0.9606146267275011,0.8262910798122065
eye,ica,dcn,125,1,2,0.00075,61,4,0.9847417840375586,0.9847417840375587,0.9847417840375586,0.9847658251913571,0.984765825191357,0.9847417840375586,0.9847417840375587,0.9847417840375586,0.9847417840375586,0.9847415948587606,0.9847415948587607,0.9987326147810178,0.9987326147810178,0.9987326147810178,0.9694835680751174
eye,ica,dcn,125,2,2,0.00075,61,4,0.9107981220657277,0.9107981220657277,0.9107981220657277,0.9109430467664763,0.9109430467664763,0.9107981220657277,0.9107981220657277,0.9107981220657277,0.9107981220657277,0.9107902568059076,0.9107902568059076,0.9823557936035618,0.9823557936035618,0.9823557936035618,0.8215962441314554
eye,ica,dcn,125,3,2,0.00075,61,4,0.9131455399061033,0.9131455399061033,0.9131455399061033,0.9149381267571337,0.9149381267571337,0.9131455399061033,0.9131455399061033,0.9131455399061033,0.9131455399061031,0.9130516328331864,0.9130516328331862,0.9827194780577045,0.9827194780577045,0.9827194780577045,0.8262910798122065
eye,ica,dcn,125,4,2,0.00075,61,4,0.82981220657277,0.82981220657277,0.82981220657277,0.8299012826095344,0.8299012826095344,0.82981220657277,0.82981220657277,0.82981220657277,0.82981220657277,0.829800717774211,0.8298007177742109,0.9280566025259538,0.9280566025259538,0.9280566025259538,0.6596244131455399
eye,ica,dcn,125,5,2,0.00075,61,4,0.9190140845070423,0.9190140845070423,0.9190140845070423,0.9237424143638095,0.9237424143638097,0.9190140845070423,0.9190140845070423,0.9190140845070423,0.9190140845070423,0.9187875321704317,0.9187875321704317,0.967158191716811,0.967158191716811,0.967158191716811,0.8380281690140845
eye,ica,dcn,125,6,2,0.00075,61,4,0.9495305164319249,0.9495305164319249,0.9495305164319249,0.9541577825159915,0.9541577825159915,0.9495305164319249,0.9495305164319249,0.9495305164319249,0.9495305164319249,0.9494016338537818,0.9494016338537817,1.0,1.0,1.0,0.8990610328638498
eye,ica,dcn,125,7,2,0.00075,61,4,0.9354460093896714,0.9354460093896714,0.9354460093896714,0.9359865600741513,0.9359865600741513,0.9354460093896714,0.9354460093896714,0.9354460093896714,0.9354460093896714,0.935425994137904,0.9354259941379041,0.9856509951729154,0.9856509951729154,0.9856509951729154,0.8708920187793427
eye,ica,dcn,125,8,2,0.00075,61,4,0.9166666666666666,0.9166666666666667,0.9166666666666666,0.9183471924845226,0.9183471924845225,0.9166666666666666,0.9166666666666667,0.9166666666666666,0.9166666666666666,0.9165828937842588,0.916582893784259,0.9781954638629902,0.9781954638629902,0.9781954638629902,0.8333333333333334
eye,ica,dcn,125,9,2,0.00075,61,4,0.9401408450704225,0.9401408450704225,0.9401408450704225,0.9405511094442023,0.9405511094442023,0.9401408450704225,0.9401408450704225,0.9401408450704225,0.9401408450704225,0.9401269058265069,0.9401269058265069,0.9882188278339835,0.9882188278339835,0.9882188278339835,0.8802816901408451
eye,ica,dcn,125,10,2,0.00075,61,4,0.8356807511737089,0.8356807511737089,0.8356807511737089,0.8569553498183523,0.8569553498183523,0.8356807511737089,0.8356807511737089,0.8356807511737089,0.8356807511737089,0.8331953549772895,0.8331953549772896,0.9412704710264718,0.9412704710264718,0.9412704710264718,0.6713615023474178
eye,ica,dcn,125,1,3,0.00075,61,4,0.9436619718309859,0.943661971830986,0.9436619718309859,0.9484460287401136,0.9484460287401136,0.9436619718309859,0.943661971830986,0.9436619718309859,0.9436619718309859,0.943511315417256,0.943511315417256,0.9968315369525448,0.9968315369525448,0.9968315369525448,0.8873239436619719
eye,ica,dcn,125,2,3,0.00075,61,4,0.8157276995305164,0.8157276995305165,0.8157276995305164,0.84148652756173,0.84148652756173,0.8157276995305164,0.8157276995305165,0.8157276995305164,0.8157276995305164,0.8121859270023799,0.81218592700238,0.9439099385042651,0.9439099385042651,0.9439099385042651,0.6314553990610329
eye,ica,dcn,125,3,3,0.00075,61,4,0.9823943661971831,0.982394366197183,0.9823943661971831,0.9823970243835238,0.9823970243835239,0.9823943661971831,0.982394366197183,0.9823943661971831,0.9823943661971831,0.9823943419437583,0.9823943419437583,0.9967268399127157,0.9967268399127157,0.9967268399127157,0.9647887323943662
eye,ica,dcn,125,4,3,0.00075,61,4,0.7629107981220657,0.7629107981220657,0.7629107981220657,0.7678763923823213,0.7678763923823213,0.7629107981220657,0.7629107981220657,0.7629107981220657,0.7629107981220657,0.7618069587842888,0.7618069587842888,0.910346271683308,0.910346271683308,0.910346271683308,0.5258215962441315
eye,ica,dcn,125,5,3,0.00075,61,4,0.954225352112676,0.954225352112676,0.954225352112676,0.9580645161290322,0.9580645161290322,0.954225352112676,0.954225352112676,0.954225352112676,0.954225352112676,0.9541292382620796,0.9541292382620797,0.9900592915867663,0.9900592915867663,0.9900592915867663,0.9084507042253521
eye,ica,dcn,125,6,3,0.00075,61,4,0.9917840375586855,0.9917840375586855,0.9917840375586855,0.9917867474858796,0.9917867474858796,0.9917840375586855,0.9917840375586855,0.9917840375586855,0.9917840375586855,0.9917840262404205,0.9917840262404205,0.9998842822191364,0.9998842822191364,0.9998842822191364,0.9835680751173709
eye,ica,dcn,125,7,3,0.00075,61,4,0.965962441314554,0.965962441314554,0.965962441314554,0.966170511866369,0.9661705118663689,0.965962441314554,0.965962441314554,0.965962441314554,0.965962441314554,0.9659586428096106,0.9659586428096106,0.9966937776896119,0.9966937776896119,0.9966937776896119,0.931924882629108
eye,ica,dcn,125,8,3,0.00075,61,4,0.8943661971830986,0.8943661971830985,0.8943661971830986,0.9119448345727903,0.9119448345727903,0.8943661971830986,0.8943661971830985,0.8943661971830986,0.8943661971830986,0.8932271360142586,0.8932271360142586,0.9957735458132205,0.9957735458132205,0.9957735458132205,0.7887323943661972
eye,ica,dcn,125,9,3,0.00075,61,4,0.9272300469483568,0.9272300469483568,0.9272300469483568,0.9314236111111112,0.931423611111111,0.9272300469483568,0.9272300469483568,0.9272300469483568,0.9272300469483568,0.9270527798492004,0.9270527798492004,0.989491723423483,0.989491723423483,0.989491723423483,0.8544600938967136
eye,ica,dcn,125,10,3,0.00075,61,4,0.7934272300469484,0.7934272300469484,0.7934272300469484,0.8505780422932083,0.8505780422932084,0.7934272300469484,0.7934272300469484,0.7934272300469484,0.7934272300469484,0.7846507352941176,0.7846507352941176,0.9765037801141748,0.9765037801141748,0.9765037801141748,0.5868544600938967
eye,ica,dcn,125,1,4,0.00075,61,4,0.9213615023474179,0.9213615023474178,0.9213615023474179,0.9320486815415822,0.9320486815415822,0.9213615023474179,0.9213615023474178,0.9213615023474179,0.9213615023474179,0.9208721748230908,0.9208721748230908,0.9942361524388901,0.9942361524388901,0.9942361524388901,0.8427230046948357
eye,ica,dcn,125,2,4,0.00075,61,4,0.9342723004694836,0.9342723004694835,0.9342723004694836,0.9385349893162394,0.9385349893162394,0.9342723004694836,0.9342723004694835,0.9342723004694836,0.9342723004694836,0.9341121882508908,0.9341121882508908,0.9833862328902996,0.9833862328902996,0.9833862328902996,0.8685446009389671
eye,ica,dcn,125,3,4,0.00075,61,4,0.9072769953051644,0.9072769953051643,0.9072769953051644,0.9073869931156884,0.9073869931156884,0.9072769953051644,0.9072769953051643,0.9072769953051644,0.9072769953051644,0.907270735890777,0.9072707358907771,0.9647281183186758,0.9647281183186758,0.9647281183186758,0.8145539906103286
eye,ica,dcn,125,4,4,0.00075,61,4,0.9495305164319249,0.9495305164319249,0.9495305164319249,0.9510840415590734,0.9510840415590736,0.9495305164319249,0.9495305164319249,0.9495305164319249,0.9495305164319249,0.9494870249931405,0.9494870249931405,0.9890674248936497,0.9890674248936497,0.9890674248936497,0.8990610328638498
eye,ica,dcn,125,5,4,0.00075,61,4,0.9553990610328639,0.9553990610328638,0.9553990610328639,0.9560423794283192,0.9560423794283192,0.9553990610328639,0.9553990610328638,0.9553990610328639,0.9553990610328639,0.9553833263510683,0.9553833263510683,0.9956798695144261,0.9956798695144261,0.9956798695144261,0.9107981220657277
eye,ica,dcn,125,6,4,0.00075,61,4,0.9917840375586855,0.9917840375586855,0.9917840375586855,0.9918084279786408,0.9918084279786407,0.9917840375586855,0.9917840375586855,0.9917840375586855,0.9917840375586855,0.9917839356931788,0.9917839356931787,0.9996528466574093,0.9996528466574093,0.9996528466574093,0.9835680751173709
eye,ica,dcn,125,7,4,0.00075,61,4,0.9530516431924883,0.9530516431924883,0.9530516431924883,0.9542631718528995,0.9542631718528997,0.9530516431924883,0.9530516431924883,0.9530516431924883,0.9530516431924883,0.9530203192633233,0.9530203192633233,0.9936685842756068,0.9936685842756068,0.9936685842756068,0.9061032863849765
eye,ica,dcn,125,8,4,0.00075,61,4,0.823943661971831,0.823943661971831,0.823943661971831,0.8684104980823704,0.8684104980823704,0.823943661971831,0.823943661971831,0.823943661971831,0.823943661971831,0.818465909090909,0.8184659090909091,0.9884998567303666,0.9884998567303666,0.9884998567303666,0.647887323943662
eye,ica,dcn,125,9,4,0.00075,61,4,0.8415492957746479,0.841549295774648,0.8415492957746479,0.8772205824179168,0.8772205824179168,0.8415492957746479,0.841549295774648,0.8415492957746479,0.8415492957746479,0.8377126828765857,0.8377126828765856,0.9447971081575525,0.9447971081575525,0.9447971081575525,0.6830985915492958
eye,ica,dcn,125,10,4,0.00075,61,4,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.8931823775535319,0.8931823775535318,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.8869026548672566,0.8869026548672567,0.9654940598205823,0.9654940598205823,0.9654940598205823,0.7746478873239436
eye,ica,dcn,125,1,5,0.00075,61,4,0.9788732394366197,0.9788732394366197,0.9788732394366197,0.9793909973521624,0.9793909973521625,0.9788732394366197,0.9788732394366197,0.9788732394366197,0.9788732394366197,0.9788675334983217,0.9788675334983216,0.9991403821992991,0.9991403821992991,0.9991403821992991,0.9577464788732395
eye,ica,dcn,125,2,5,0.00075,61,4,0.9190140845070423,0.9190140845070423,0.9190140845070423,0.9196824275472302,0.9196824275472303,0.9190140845070423,0.9190140845070423,0.9190140845070423,0.9190140845070423,0.9189818292069486,0.9189818292069487,0.9808569728228527,0.9808569728228527,0.9808569728228527,0.8380281690140845
eye,ica,dcn,125,3,5,0.00075,61,4,0.9671361502347418,0.9671361502347418,0.9671361502347418,0.9671773393585363,0.9671773393585363,0.9671361502347418,0.9671361502347418,0.9671361502347418,0.9671361502347418,0.96713542585082,0.9671354258508199,0.9955035376578721,0.9955035376578721,0.9955035376578721,0.9342723004694835
eye,ica,dcn,125,4,5,0.00075,61,4,0.8086854460093896,0.8086854460093897,0.8086854460093896,0.8255650415245224,0.8255650415245224,0.8086854460093896,0.8086854460093897,0.8086854460093896,0.8086854460093896,0.8061731065813439,0.8061731065813439,0.9265853335978311,0.9265853335978311,0.9265853335978311,0.6173708920187793
eye,ica,dcn,125,5,5,0.00075,61,4,0.9143192488262911,0.914319248826291,0.9143192488262911,0.9268537074148296,0.9268537074148296,0.9143192488262911,0.914319248826291,0.9143192488262911,0.9143192488262912,0.9136855983069077,0.9136855983069078,0.9946163680045846,0.9946163680045846,0.9946163680045846,0.8286384976525821
eye,ica,dcn,125,6,5,0.00075,61,4,0.9002347417840375,0.9002347417840375,0.9002347417840375,0.9168297455968688,0.9168297455968689,0.9002347417840375,0.9002347417840375,0.9002347417840375,0.9002347417840375,0.8992317849832818,0.8992317849832817,0.9998346888844807,0.9998346888844807,0.9998346888844807,0.8004694835680751
eye,ica,dcn,125,7,5,0.00075,61,4,0.8943661971830986,0.8943661971830986,0.8943661971830986,0.9111213235294118,0.9111213235294118,0.8943661971830986,0.8943661971830986,0.8943661971830986,0.8943661971830986,0.8932788500615163,0.8932788500615164,0.9812702506116511,0.9812702506116511,0.9812702506116511,0.7887323943661972
eye,ica,dcn,125,8,5,0.00075,61,4,0.9284037558685446,0.9284037558685446,0.9284037558685446,0.9286895867221747,0.9286895867221747,0.9284037558685446,0.9284037558685446,0.9284037558685446,0.9284037558685446,0.9283918195934598,0.92839181959346,0.9820912958187309,0.9820912958187309,0.9820912958187309,0.8568075117370892
eye,ica,dcn,125,9,5,0.00075,61,4,0.9460093896713615,0.9460093896713615,0.9460093896713615,0.9508187590509078,0.950818759050908,0.9460093896713615,0.9460093896713615,0.9460093896713615,0.9460093896713615,0.9458650106082037,0.9458650106082037,0.9992726310917146,0.9992726310917146,0.9992726310917146,0.892018779342723
eye,ica,dcn,125,10,5,0.00075,61,4,0.8685446009389671,0.8685446009389671,0.8685446009389671,0.8842026654411765,0.8842026654411765,0.8685446009389671,0.8685446009389671,0.8685446009389671,0.8685446009389672,0.8671914578543314,0.8671914578543315,0.9523959091009279,0.9523959091009279,0.9523959091009279,0.7370892018779343
eye,isr,dcn,125,1,1,0.00075,61,4,0.9272300469483568,0.9272300469483568,0.9272300469483568,0.9364754098360656,0.9364754098360657,0.9272300469483568,0.9272300469483568,0.9272300469483568,0.9272300469483568,0.9268426446555689,0.9268426446555688,0.9966111221318522,0.9966111221318522,0.9966111221318522,0.8544600938967136
eye,isr,dcn,125,2,1,0.00075,61,4,0.954225352112676,0.954225352112676,0.954225352112676,0.9545284111273469,0.9545284111273469,0.954225352112676,0.954225352112676,0.954225352112676,0.954225352112676,0.9542177207236874,0.9542177207236874,0.9912274901364367,0.9912274901364367,0.9912274901364367,0.9084507042253521
eye,isr,dcn,125,3,1,0.00075,61,4,0.9389671361502347,0.9389671361502347,0.9389671361502347,0.9456066945606695,0.9456066945606696,0.9389671361502347,0.9389671361502347,0.9389671361502347,0.9389671361502347,0.9387389380530974,0.9387389380530974,0.996484383609954,0.996484383609954,0.996484383609954,0.8779342723004695
eye,isr,dcn,125,4,1,0.00075,61,4,0.9237089201877934,0.9237089201877935,0.9237089201877934,0.9284902285303509,0.928490228530351,0.9237089201877934,0.9237089201877935,0.9237089201877934,0.9237089201877934,0.9234955013199719,0.923495501319972,0.987403292997421,0.987403292997421,0.987403292997421,0.8474178403755869
eye,isr,dcn,125,5,1,0.00075,61,4,0.9307511737089202,0.9307511737089202,0.9307511737089202,0.9307535473205676,0.9307535473205677,0.9307511737089202,0.9307511737089202,0.9307511737089202,0.9307511737089202,0.9307510783121162,0.9307510783121162,0.9803389979942252,0.9803389979942252,0.9803389979942252,0.8615023474178404
eye,isr,dcn,125,6,1,0.00075,61,4,0.9906103286384976,0.9906103286384977,0.9906103286384976,0.990653587567508,0.990653587567508,0.9906103286384976,0.9906103286384977,0.9906103286384976,0.9906103286384976,0.990610121671663,0.990610121671663,0.9998622407370671,0.9998622407370671,0.9998622407370671,0.9812206572769953
eye,isr,dcn,125,7,1,0.00075,61,4,0.9565727699530516,0.9565727699530516,0.9565727699530516,0.9596756744761472,0.9596756744761472,0.9565727699530516,0.9565727699530516,0.9565727699530516,0.9565727699530516,0.9564993604064695,0.9564993604064697,0.9954925169168375,0.9954925169168375,0.9954925169168375,0.9131455399061033
eye,isr,dcn,125,8,1,0.00075,61,4,0.8392018779342723,0.8392018779342723,0.8392018779342723,0.8783303730017762,0.8783303730017762,0.8392018779342723,0.8392018779342723,0.8392018779342723,0.8392018779342723,0.834933923508241,0.834933923508241,0.9836121580815094,0.9836121580815094,0.9836121580815094,0.6784037558685446
eye,isr,dcn,125,9,1,0.00075,61,4,0.8802816901408451,0.880281690140845,0.8802816901408451,0.8997451343836886,0.8997451343836886,0.8802816901408451,0.880281690140845,0.8802816901408451,0.8802816901408451,0.8788064730262681,0.8788064730262681,0.9916132160726487,0.9916132160726487,0.9916132160726487,0.7605633802816901
eye,isr,dcn,125,10,1,0.00075,61,4,0.9248826291079812,0.9248826291079812,0.9248826291079812,0.9252200383826352,0.9252200383826352,0.9248826291079812,0.9248826291079812,0.9248826291079812,0.9248826291079812,0.9248677248677248,0.9248677248677248,0.9847528047785933,0.9847528047785933,0.9847528047785933,0.8497652582159625
eye,isr,dcn,125,1,2,0.00075,61,4,0.9612676056338029,0.9612676056338028,0.9612676056338029,0.9634151742464085,0.9634151742464085,0.9612676056338029,0.9612676056338028,0.9612676056338029,0.9612676056338029,0.9612226799602241,0.9612226799602243,0.9971952214066874,0.9971952214066874,0.9971952214066874,0.9225352112676056
eye,isr,dcn,125,2,2,0.00075,61,4,0.8474178403755869,0.8474178403755869,0.8474178403755869,0.8830935251798562,0.8830935251798562,0.8474178403755869,0.8474178403755869,0.8474178403755869,0.8474178403755869,0.8437808531404618,0.8437808531404618,0.9849952610813552,0.9849952610813552,0.9849952610813552,0.6948356807511737
