task,subj_tot,subj_train,subj_val,subj_test,sample_tot,sample_train,sample_val,sample_test,ratio_train,ratio_val,ratio_test,sample_train_class_0,sample_train_class_1,sample_train_class_2,ratio_train_class_0,ratio_train_class_1,ratio_train_class_2,sample_val_class_0,sample_val_class_1,sample_val_class_2,ratio_val_class_0,ratio_val_class_1,ratio_val_class_2,sample_test_class_0,sample_test_class_1,sample_test_class_2,ratio_test_class_0,ratio_test_class_1,ratio_test_class_2,baseline
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
parkinson,60.0,43.0,11.0,6.0,8932.0,6444.0,1600.0,888.0,0.7214509628302732,0.17913121361397225,0.09941782355575458,3249.0,3195.0,0.0,0.5041899441340782,0.4958100558659218,0.0,705.0,895.0,0.0,0.440625,0.559375,0.0,553.0,335.0,0.0,0.6227477477477478,0.37725225225225223,0.0,0.5301340191542895
parkinson,60.0,43.0,11.0,6.0,8932.0,6426.0,1618.0,888.0,0.719435736677116,0.18114643976712944,0.09941782355575458,3053.0,3373.0,0.0,0.4751011515717398,0.5248988484282602,0.0,901.0,717.0,0.0,0.5568603213844252,0.4431396786155748,0.0,553.0,335.0,0.0,0.6227477477477478,0.37725225225225223,0.0,0.5301340191542895
parkinson,60.0,43.0,11.0,6.0,8932.0,6312.0,1732.0,888.0,0.7066726377071205,0.19390953873712494,0.09941782355575458,3124.0,3188.0,0.0,0.49493029150823825,0.5050697084917617,0.0,830.0,902.0,0.0,0.4792147806004619,0.5207852193995381,0.0,553.0,335.0,0.0,0.6227477477477478,0.37725225225225223,0.0,0.5301340191542895
parkinson,60.0,43.0,11.0,6.0,8932.0,6520.0,1524.0,888.0,0.7299596954769368,0.17062248096730856,0.09941782355575458,3093.0,3427.0,0.0,0.47438650306748464,0.5256134969325154,0.0,861.0,663.0,0.0,0.5649606299212598,0.43503937007874016,0.0,553.0,335.0,0.0,0.6227477477477478,0.37725225225225223,0.0,0.5301340191542895
parkinson,60.0,44.0,10.0,6.0,8932.0,6474.0,1570.0,888.0,0.7248096730855351,0.17577250335871025,0.09941782355575458,3297.0,3177.0,0.0,0.5092678405931418,0.4907321594068582,0.0,657.0,913.0,0.0,0.41847133757961785,0.5815286624203821,0.0,553.0,335.0,0.0,0.6227477477477478,0.37725225225225223,0.0,0.5301340191542895
parkinson,60.0,43.0,11.0,6.0,8932.0,6180.0,1815.0,937.0,0.6918943125839677,0.20320197044334976,0.10490371697268248,3249.0,2931.0,0.0,0.5257281553398059,0.4742718446601942,0.0,893.0,922.0,0.0,0.4920110192837466,0.5079889807162534,0.0,365.0,572.0,0.0,0.3895410885805763,0.6104589114194237,0.0,0.5244023422239281
parkinson,60.0,43.0,11.0,6.0,8932.0,6428.0,1567.0,937.0,0.7196596506941334,0.17543663233318404,0.10490371697268248,3241.0,3187.0,0.0,0.5042003733665215,0.49579962663347854,0.0,901.0,666.0,0.0,0.5749840459476707,0.4250159540523293,0.0,365.0,572.0,0.0,0.3895410885805763,0.6104589114194237,0.0,0.5244023422239281
parkinson,60.0,43.0,11.0,6.0,8932.0,6263.0,1732.0,937.0,0.7011867442901926,0.19390953873712494,0.10490371697268248,3312.0,2951.0,0.0,0.5288200542870829,0.47117994571291716,0.0,830.0,902.0,0.0,0.4792147806004619,0.5207852193995381,0.0,365.0,572.0,0.0,0.3895410885805763,0.6104589114194237,0.0,0.5244023422239281
parkinson,60.0,43.0,11.0,6.0,8932.0,6471.0,1524.0,937.0,0.724473802060009,0.17062248096730856,0.10490371697268248,3281.0,3190.0,0.0,0.5070313707309535,0.4929686292690465,0.0,861.0,663.0,0.0,0.5649606299212598,0.43503937007874016,0.0,365.0,572.0,0.0,0.3895410885805763,0.6104589114194237,0.0,0.5244023422239281
parkinson,60.0,44.0,10.0,6.0,8932.0,6638.0,1357.0,937.0,0.7431706224809673,0.1519256605463502,0.10490371697268248,3485.0,3153.0,0.0,0.5250075323892739,0.4749924676107261,0.0,657.0,700.0,0.0,0.48415622697126015,0.5158437730287398,0.0,365.0,572.0,0.0,0.3895410885805763,0.6104589114194237,0.0,0.5244023422239281
parkinson,60.0,43.0,11.0,6.0,8932.0,6385.0,1640.0,907.0,0.7148454993282579,0.18360949395432155,0.1015450067174205,3241.0,3144.0,0.0,0.5075959279561473,0.4924040720438528,0.0,737.0,903.0,0.0,0.44939024390243903,0.550609756097561,0.0,529.0,378.0,0.0,0.5832414553472988,0.41675854465270123,0.0,0.5138582797766726
parkinson,60.0,43.0,11.0,6.0,8932.0,6415.0,1610.0,907.0,0.7182042095835199,0.18025078369905956,0.1015450067174205,3085.0,3330.0,0.0,0.4809041309431021,0.5190958690568979,0.0,893.0,717.0,0.0,0.5546583850931677,0.4453416149068323,0.0,529.0,378.0,0.0,0.5832414553472988,0.41675854465270123,0.0,0.5138582797766726
parkinson,60.0,43.0,11.0,6.0,8932.0,6293.0,1732.0,907.0,0.7045454545454546,0.19390953873712494,0.1015450067174205,3148.0,3145.0,0.0,0.5002383600826315,0.4997616399173685,0.0,830.0,902.0,0.0,0.4792147806004619,0.5207852193995381,0.0,529.0,378.0,0.0,0.5832414553472988,0.41675854465270123,0.0,0.5138582797766726
parkinson,60.0,43.0,11.0,6.0,8932.0,6501.0,1524.0,907.0,0.7278325123152709,0.17062248096730856,0.1015450067174205,3117.0,3384.0,0.0,0.4794646977388094,0.5205353022611906,0.0,861.0,663.0,0.0,0.5649606299212598,0.43503937007874016,0.0,529.0,378.0,0.0,0.5832414553472988,0.41675854465270123,0.0,0.5138582797766726
parkinson,60.0,44.0,10.0,6.0,8932.0,6506.0,1519.0,907.0,0.7283922973578146,0.1700626959247649,0.1015450067174205,3321.0,3185.0,0.0,0.5104518905625577,0.48954810943744237,0.0,657.0,862.0,0.0,0.4325213956550362,0.5674786043449638,0.0,529.0,378.0,0.0,0.5832414553472988,0.41675854465270123,0.0,0.5138582797766726
parkinson,60.0,43.0,11.0,6.0,8932.0,6245.0,1818.0,869.0,0.6991715181370354,0.20353784146887596,0.09729064039408868,3295.0,2950.0,0.0,0.5276220976781425,0.4723779023218575,0.0,871.0,947.0,0.0,0.4790979097909791,0.5209020902090209,0.0,341.0,528.0,0.0,0.3924050632911392,0.6075949367088608,0.0,0.5231533408107675
parkinson,60.0,43.0,11.0,6.0,8932.0,6481.0,1582.0,869.0,0.7255933721450963,0.17711598746081506,0.09729064039408868,3269.0,3212.0,0.0,0.5043974695263077,0.49560253047369235,0.0,897.0,685.0,0.0,0.5670037926675094,0.4329962073324905,0.0,341.0,528.0,0.0,0.3924050632911392,0.6075949367088608,0.0,0.5231533408107675
parkinson,60.0,43.0,11.0,6.0,8932.0,6328.0,1735.0,869.0,0.7084639498432602,0.19424540976265114,0.09729064039408868,3333.0,2995.0,0.0,0.5267067003792667,0.47329329962073324,0.0,833.0,902.0,0.0,0.4801152737752161,0.5198847262247839,0.0,341.0,528.0,0.0,0.3924050632911392,0.6075949367088608,0.0,0.5231533408107675
parkinson,60.0,43.0,11.0,6.0,8932.0,6540.0,1523.0,869.0,0.7321988356471115,0.17051052395879981,0.09729064039408868,3306.0,3234.0,0.0,0.5055045871559632,0.4944954128440367,0.0,860.0,663.0,0.0,0.5646749835850295,0.43532501641497046,0.0,341.0,528.0,0.0,0.3924050632911392,0.6075949367088608,0.0,0.5231533408107675
parkinson,60.0,44.0,10.0,6.0,8932.0,6658.0,1405.0,869.0,0.745409762651142,0.15729959695476936,0.09729064039408868,3461.0,3197.0,0.0,0.5198257735055573,0.4801742264944428,0.0,705.0,700.0,0.0,0.501779359430605,0.498220640569395,0.0,341.0,528.0,0.0,0.3924050632911392,0.6075949367088608,0.0,0.5231533408107675
parkinson,60.0,43.0,11.0,6.0,8932.0,6269.0,1687.0,976.0,0.7018584863412449,0.18887147335423196,0.10927004030452306,3121.0,3148.0,0.0,0.4978465464986441,0.5021534535013559,0.0,737.0,950.0,0.0,0.43687018375815057,0.5631298162418494,0.0,649.0,327.0,0.0,0.6649590163934426,0.3350409836065574,0.0,0.5544229541789841
parkinson,60.0,43.0,11.0,6.0,8932.0,6369.0,1587.0,976.0,0.7130541871921182,0.1776757725033587,0.10927004030452306,2992.0,3377.0,0.0,0.4697754749568221,0.5302245250431779,0.0,866.0,721.0,0.0,0.5456836798991809,0.4543163201008192,0.0,649.0,327.0,0.0,0.6649590163934426,0.3350409836065574,0.0,0.5544229541789841
parkinson,60.0,43.0,11.0,6.0,8932.0,6317.0,1639.0,976.0,0.7072324227496641,0.1834975369458128,0.10927004030452306,3121.0,3196.0,0.0,0.4940636378027545,0.5059363621972456,0.0,737.0,902.0,0.0,0.44966442953020136,0.5503355704697986,0.0,649.0,327.0,0.0,0.6649590163934426,0.3350409836065574,0.0,0.5544229541789841
parkinson,60.0,43.0,11.0,6.0,8932.0,6432.0,1524.0,976.0,0.7201074787281684,0.17062248096730856,0.10927004030452306,2997.0,3435.0,0.0,0.46595149253731344,0.5340485074626866,0.0,861.0,663.0,0.0,0.5649606299212598,0.43503937007874016,0.0,649.0,327.0,0.0,0.6649590163934426,0.3350409836065574,0.0,0.5544229541789841
parkinson,60.0,44.0,10.0,6.0,8932.0,6437.0,1519.0,976.0,0.720667263770712,0.1700626959247649,0.10927004030452306,3201.0,3236.0,0.0,0.497281342240174,0.502718657759826,0.0,657.0,862.0,0.0,0.4325213956550362,0.5674786043449638,0.0,649.0,327.0,0.0,0.6649590163934426,0.3350409836065574,0.0,0.5544229541789841
parkinson,60.0,43.0,11.0,6.0,8932.0,6231.0,1818.0,883.0,0.6976041200179132,0.20353784146887596,0.09885803851321093,3288.0,2943.0,0.0,0.5276841598459316,0.47231584015406836,0.0,871.0,947.0,0.0,0.4790979097909791,0.5209020902090209,0.0,348.0,535.0,0.0,0.3941109852774632,0.6058890147225368,0.0,0.5224249668778191
parkinson,60.0,43.0,11.0,6.0,8932.0,6485.0,1564.0,883.0,0.7260412001791312,0.17510076130765787,0.09885803851321093,3288.0,3197.0,0.0,0.5070161912104857,0.49298380878951426,0.0,871.0,693.0,0.0,0.5569053708439897,0.4430946291560102,0.0,348.0,535.0,0.0,0.3941109852774632,0.6058890147225368,0.0,0.5224249668778191
parkinson,60.0,43.0,11.0,6.0,8932.0,6310.0,1739.0,883.0,0.706448723690103,0.19469323779668607,0.09885803851321093,3307.0,3003.0,0.0,0.5240887480190174,0.47591125198098255,0.0,852.0,887.0,0.0,0.4899367452558942,0.5100632547441059,0.0,348.0,535.0,0.0,0.3941109852774632,0.6058890147225368,0.0,0.5224249668778191
parkinson,60.0,43.0,11.0,6.0,8932.0,6526.0,1523.0,883.0,0.7306314375279892,0.17051052395879981,0.09885803851321093,3299.0,3227.0,0.0,0.5055163959546429,0.494483604045357,0.0,860.0,663.0,0.0,0.5646749835850295,0.43532501641497046,0.0,348.0,535.0,0.0,0.3941109852774632,0.6058890147225368,0.0,0.5224249668778191
parkinson,60.0,44.0,10.0,6.0,8932.0,6644.0,1405.0,883.0,0.7438423645320197,0.15729959695476936,0.09885803851321093,3454.0,3190.0,0.0,0.5198675496688742,0.48013245033112584,0.0,705.0,700.0,0.0,0.501779359430605,0.498220640569395,0.0,348.0,535.0,0.0,0.3941109852774632,0.6058890147225368,0.0,0.5224249668778191
parkinson,60.0,43.0,11.0,6.0,8932.0,6322.0,1687.0,923.0,0.7077922077922078,0.18887147335423196,0.10333631885356023,3215.0,3107.0,0.0,0.5085416007592534,0.4914583992407466,0.0,737.0,950.0,0.0,0.43687018375815057,0.5631298162418494,0.0,555.0,368.0,0.0,0.6013001083423619,0.39869989165763814,0.0,0.5205234239003486
parkinson,60.0,43.0,11.0,6.0,8932.0,6433.0,1576.0,923.0,0.7202194357366771,0.17644424540976264,0.10333631885356023,3086.0,3347.0,0.0,0.47971397481734807,0.520286025182652,0.0,866.0,710.0,0.0,0.549492385786802,0.45050761421319796,0.0,555.0,368.0,0.0,0.6013001083423619,0.39869989165763814,0.0,0.5205234239003486
parkinson,60.0,43.0,11.0,6.0,8932.0,6303.0,1706.0,923.0,0.7056650246305419,0.1909986565158979,0.10333631885356023,3118.0,3185.0,0.0,0.49468507060130096,0.505314929398699,0.0,834.0,872.0,0.0,0.488862837045721,0.511137162954279,0.0,555.0,368.0,0.0,0.6013001083423619,0.39869989165763814,0.0,0.5205234239003486
parkinson,60.0,43.0,11.0,6.0,8932.0,6488.0,1521.0,923.0,0.7263770712046574,0.17028660994178235,0.10333631885356023,3094.0,3394.0,0.0,0.47688039457459924,0.5231196054254007,0.0,858.0,663.0,0.0,0.5641025641025641,0.4358974358974359,0.0,555.0,368.0,0.0,0.6013001083423619,0.39869989165763814,0.0,0.5205234239003486
parkinson,60.0,44.0,10.0,6.0,8932.0,6490.0,1519.0,923.0,0.7266009852216748,0.1700626959247649,0.10333631885356023,3295.0,3195.0,0.0,0.5077041602465331,0.49229583975346686,0.0,657.0,862.0,0.0,0.4325213956550362,0.5674786043449638,0.0,555.0,368.0,0.0,0.6013001083423619,0.39869989165763814,0.0,0.5205234239003486
parkinson,60.0,43.0,11.0,6.0,8932.0,6289.0,1818.0,825.0,0.7040976265114196,0.20353784146887596,0.09236453201970443,3339.0,2950.0,0.0,0.5309270154237558,0.46907298457624425,0.0,871.0,947.0,0.0,0.4790979097909791,0.5209020902090209,0.0,297.0,528.0,0.0,0.36,0.64,0.0,0.5392
parkinson,60.0,43.0,11.0,6.0,8932.0,6543.0,1564.0,825.0,0.7325347066726378,0.17510076130765787,0.09236453201970443,3339.0,3204.0,0.0,0.5103163686382394,0.4896836313617607,0.0,871.0,693.0,0.0,0.5569053708439897,0.4430946291560102,0.0,297.0,528.0,0.0,0.36,0.64,0.0,0.5392
parkinson,60.0,43.0,11.0,6.0,8932.0,6402.0,1705.0,825.0,0.7167487684729064,0.19088669950738915,0.09236453201970443,3367.0,3035.0,0.0,0.5259293970634177,0.4740706029365823,0.0,843.0,862.0,0.0,0.49442815249266864,0.5055718475073314,0.0,297.0,528.0,0.0,0.36,0.64,0.0,0.5392
parkinson,60.0,43.0,11.0,6.0,8932.0,6492.0,1615.0,825.0,0.7268248992386923,0.18081056874160323,0.09236453201970443,3290.0,3202.0,0.0,0.5067775723967961,0.49322242760320395,0.0,920.0,695.0,0.0,0.5696594427244582,0.43034055727554177,0.0,297.0,528.0,0.0,0.36,0.64,0.0,0.5392
parkinson,60.0,44.0,10.0,6.0,8932.0,6702.0,1405.0,825.0,0.7503358710255262,0.15729959695476936,0.09236453201970443,3505.0,3197.0,0.0,0.5229782154580722,0.4770217845419278,0.0,705.0,700.0,0.0,0.501779359430605,0.498220640569395,0.0,297.0,528.0,0.0,0.36,0.64,0.0,0.5392
parkinson,60.0,43.0,11.0,6.0,8932.0,6374.0,1687.0,871.0,0.7136139722346619,0.18887147335423196,0.09751455441110614,3226.0,3148.0,0.0,0.5061186068402886,0.4938813931597113,0.0,737.0,950.0,0.0,0.43687018375815057,0.5631298162418494,0.0,544.0,327.0,0.0,0.6245694603903559,0.37543053960964407,0.0,0.5310351009238888
parkinson,60.0,43.0,11.0,6.0,8932.0,6485.0,1576.0,871.0,0.7260412001791312,0.17644424540976264,0.09751455441110614,3097.0,3388.0,0.0,0.47756360832690825,0.5224363916730917,0.0,866.0,710.0,0.0,0.549492385786802,0.45050761421319796,0.0,544.0,327.0,0.0,0.6245694603903559,0.37543053960964407,0.0,0.5310351009238888
parkinson,60.0,43.0,11.0,6.0,8932.0,6330.0,1731.0,871.0,0.7086878638602776,0.19379758172861622,0.09751455441110614,3129.0,3201.0,0.0,0.4943127962085308,0.5056872037914691,0.0,834.0,897.0,0.0,0.48180242634315423,0.5181975736568457,0.0,544.0,327.0,0.0,0.6245694603903559,0.37543053960964407,0.0,0.5310351009238888
parkinson,60.0,43.0,11.0,6.0,8932.0,6479.0,1582.0,871.0,0.7253694581280788,0.17711598746081506,0.09751455441110614,3060.0,3419.0,0.0,0.47229510726964036,0.5277048927303596,0.0,903.0,679.0,0.0,0.5707964601769911,0.42920353982300885,0.0,544.0,327.0,0.0,0.6245694603903559,0.37543053960964407,0.0,0.5310351009238888
parkinson,60.0,44.0,10.0,6.0,8932.0,6576.0,1485.0,871.0,0.7362292879534259,0.16625615763546797,0.09751455441110614,3340.0,3236.0,0.0,0.5079075425790754,0.49209245742092456,0.0,623.0,862.0,0.0,0.41952861952861953,0.5804713804713805,0.0,544.0,327.0,0.0,0.6245694603903559,0.37543053960964407,0.0,0.5310351009238888
parkinson,60.0,43.0,11.0,6.0,8932.0,6311.0,1768.0,853.0,0.7065606806986118,0.19793999104343932,0.09549932825794895,3310.0,3001.0,0.0,0.524481064807479,0.475518935192521,0.0,871.0,897.0,0.0,0.49264705882352944,0.5073529411764706,0.0,326.0,527.0,0.0,0.3821805392731536,0.6178194607268465,0.0,0.5277628506519298
parkinson,60.0,43.0,11.0,6.0,8932.0,6542.0,1537.0,853.0,0.732422749664129,0.17207792207792208,0.09549932825794895,3310.0,3232.0,0.0,0.5059614796698257,0.49403852033017426,0.0,871.0,666.0,0.0,0.5666883539362394,0.43331164606376055,0.0,326.0,527.0,0.0,0.3821805392731536,0.6178194607268465,0.0,0.5277628506519298
parkinson,60.0,43.0,11.0,6.0,8932.0,6334.0,1745.0,853.0,0.7091356918943126,0.19536497984773846,0.09549932825794895,3338.0,2996.0,0.0,0.5269971581938744,0.4730028418061257,0.0,843.0,902.0,0.0,0.4830945558739255,0.5169054441260745,0.0,326.0,527.0,0.0,0.3821805392731536,0.6178194607268465,0.0,0.5277628506519298
parkinson,60.0,43.0,11.0,6.0,8932.0,6554.0,1525.0,853.0,0.7337662337662337,0.17073443797581728,0.09549932825794895,3319.0,3235.0,0.0,0.5064083002746415,0.49359169972535855,0.0,862.0,663.0,0.0,0.5652459016393443,0.43475409836065576,0.0,326.0,527.0,0.0,0.3821805392731536,0.6178194607268465,0.0,0.5277628506519298
parkinson,60.0,44.0,10.0,6.0,8932.0,6575.0,1504.0,853.0,0.7361173309449172,0.1683833407971339,0.09549932825794895,3447.0,3128.0,0.0,0.5242585551330798,0.47574144486692016,0.0,734.0,770.0,0.0,0.488031914893617,0.511968085106383,0.0,326.0,527.0,0.0,0.3821805392731536,0.6178194607268465,0.0,0.5277628506519298
motorimagery,106.0,76.0,19.0,11.0,4748.0,3403.0,852.0,493.0,0.7167228306655434,0.17944397641112048,0.10383319292333615,1724.0,1679.0,0.0,0.5066118131060828,0.4933881868939171,0.0,426.0,426.0,0.0,0.5,0.5,0.0,246.0,247.0,0.0,0.49898580121703856,0.5010141987829615,0.0,0.5000020571983428
motorimagery,106.0,76.0,19.0,11.0,4748.0,3400.0,855.0,493.0,0.7160909856781803,0.18007582139848358,0.10383319292333615,1718.0,1682.0,0.0,0.5052941176470588,0.49470588235294116,0.0,432.0,423.0,0.0,0.5052631578947369,0.49473684210526314,0.0,246.0,247.0,0.0,0.49898580121703856,0.5010141987829615,0.0,0.5000020571983428
motorimagery,106.0,76.0,19.0,11.0,4748.0,3401.0,854.0,493.0,0.716301600673968,0.17986520640269588,0.10383319292333615,1714.0,1687.0,0.0,0.5039694207586004,0.4960305792413996,0.0,436.0,418.0,0.0,0.5105386416861827,0.4894613583138173,0.0,246.0,247.0,0.0,0.49898580121703856,0.5010141987829615,0.0,0.5000020571983428
motorimagery,106.0,76.0,19.0,11.0,4748.0,3408.0,847.0,493.0,0.7177759056444819,0.17839090143218198,0.10383319292333615,1724.0,1684.0,0.0,0.505868544600939,0.49413145539906106,0.0,426.0,421.0,0.0,0.5029515938606848,0.4970484061393152,0.0,246.0,247.0,0.0,0.49898580121703856,0.5010141987829615,0.0,0.5000020571983428
motorimagery,106.0,76.0,19.0,11.0,4748.0,3408.0,847.0,493.0,0.7177759056444819,0.17839090143218198,0.10383319292333615,1720.0,1688.0,0.0,0.5046948356807511,0.4953051643192488,0.0,430.0,417.0,0.0,0.5076741440377804,0.4923258559622196,0.0,246.0,247.0,0.0,0.49898580121703856,0.5010141987829615,0.0,0.5000020571983428
motorimagery,106.0,76.0,19.0,11.0,4748.0,3403.0,850.0,495.0,0.7167228306655434,0.17902274641954508,0.10425442291491153,1724.0,1679.0,0.0,0.5066118131060828,0.4933881868939171,0.0,426.0,424.0,0.0,0.5011764705882353,0.4988235294117647,0.0,246.0,249.0,0.0,0.49696969696969695,0.503030303030303,0.0,0.5000183654729109
motorimagery,106.0,76.0,19.0,11.0,4748.0,3398.0,855.0,495.0,0.7156697556866048,0.18007582139848358,0.10425442291491153,1718.0,1680.0,0.0,0.505591524426133,0.49440847557386697,0.0,432.0,423.0,0.0,0.5052631578947369,0.49473684210526314,0.0,246.0,249.0,0.0,0.49696969696969695,0.503030303030303,0.0,0.5000183654729109
